,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell59,44,396,0,54,0,4,90,26,54,94,52,9,5,13,124,23,165,8,1,17,17,285,0,8,16,9,11,0,3,0,1,12,0,6,0,0,13,53,12,0,5,34,0,31,2,1,0,0,20,25,4,23,22,130,46,45,6,18,55,8,1,1,23,11,13,94,7,15,0,9,178,44,18,2,1,1,15,143,51,0,8,125,7,13,26,112,4,20,1793,4,34,0,1,13,2,0,5,23,2,37,321,16,0,99,2,3,5591,11,4,26
cell60,13,8,0,7,17,3,13,28,20,26,27,51,0,16,57,10,61,13,0,262,67,210,1,0,113,28,103,0,4,0,27,118,27,30,12,18,17,31,4,3,0,11,5,39,23,2,0,0,22,13,8,21,19,34,16,4,26,21,22,3,6,9,16,30,72,42,0,34,0,9,60,22,47,6,7,5,24,2,8,0,14,226,2,11,19,4,5,186,22,24,37,1,0,0,6,0,9,31,1,65,18,10,0,7,5,2,7664,373,10,139
cell61,41,261,0,41,48,0,80,29,82,58,30,0,10,5,170,6,208,48,1,17,7,322,0,5,16,8,13,0,11,0,0,12,0,7,17,1,18,120,6,1,11,44,1,73,2,0,0,1,46,19,8,41,18,130,15,52,7,12,67,2,3,1,33,14,13,149,22,7,0,9,221,90,7,1,2,3,11,47,78,0,6,112,7,12,11,86,1,16,1925,10,29,2,1,29,2,0,12,32,3,30,318,12,0,21,3,4,13,5,6,13
cell62,59,24,0,16,42,1,53,98,17,12,1,64,2,13,15,6,12,7,0,262,64,114,2,8,137,61,95,0,0,0,10,113,14,0,0,42,3,5,5,1,2,0,11,8,18,1,0,2,11,2,19,7,7,30,6,12,5,21,11,0,27,1,12,15,19,13,1,25,0,9,9,8,25,1,21,4,18,79,0,0,6,59,13,8,2,37,0,151,435,3,24,4,0,41,4,0,4,8,0,16,17,11,0,31,6,23,8847,5,50,7
cell63,26,19,0,3,12,1,12,27,43,41,20,52,0,4,56,4,47,11,2,250,85,339,1,8,135,31,105,0,1,0,59,98,36,47,0,4,4,21,7,4,1,17,1,26,5,2,0,0,22,4,2,16,13,29,28,12,35,13,33,0,10,1,14,50,43,39,0,26,0,7,65,8,54,1,7,13,40,0,7,1,52,124,4,11,30,7,0,116,25,32,17,9,3,47,2,0,4,12,7,35,17,13,0,1,4,4,1545,177,16,60
cell64,29,9,0,2,10,0,21,34,33,45,17,92,2,17,48,6,70,12,0,264,70,278,0,4,123,7,21,0,1,1,3,103,21,19,0,7,5,25,2,4,4,16,0,29,11,3,15,1,19,10,11,20,17,4,15,15,30,25,27,2,15,5,18,49,86,52,3,30,0,12,64,20,54,6,8,18,30,2,35,0,41,175,0,15,7,8,3,145,28,26,26,0,9,106,2,0,4,21,12,25,15,21,1,2,3,7,7326,114,5,90
cell65,56,256,0,68,125,2,125,61,24,122,28,110,4,8,151,14,173,26,23,20,8,348,0,10,14,6,12,0,5,0,3,9,0,6,0,1,18,57,9,6,10,39,0,62,2,0,5,1,42,31,11,37,32,85,23,19,5,13,66,2,2,4,40,9,7,123,11,20,3,9,171,61,14,3,5,1,11,45,11,0,11,119,2,1,39,59,0,11,1208,12,23,9,3,0,1,1,0,16,7,21,254,14,0,38,2,3,3026,7,9,21
cell66,23,282,2,85,0,2,40,43,41,121,31,23,9,5,128,12,181,14,0,25,10,252,1,0,6,8,12,3,0,0,1,10,0,9,4,1,6,45,19,1,0,37,0,49,3,0,3,0,58,16,16,33,17,95,19,33,6,10,44,0,1,9,30,7,16,90,19,19,0,11,173,33,12,0,2,1,18,29,102,0,4,71,9,11,31,34,0,26,819,13,15,4,0,0,4,0,8,64,2,17,292,11,0,14,2,1,8394,14,14,53
cell67,18,245,1,41,11,0,61,88,59,82,13,62,1,7,142,8,195,16,1,30,10,299,3,5,10,13,6,0,5,0,2,15,0,3,11,1,26,108,13,4,0,37,4,89,2,5,1,0,61,19,8,38,24,62,9,28,8,16,57,2,3,6,43,7,11,81,7,21,0,12,139,37,17,0,3,0,14,94,106,0,4,191,0,8,21,59,7,20,2136,6,26,4,2,36,0,0,6,22,3,23,244,13,27,44,6,1,544,18,12,24
cell68,20,9,0,5,0,3,19,46,55,51,21,178,1,15,85,10,96,6,15,207,90,367,1,3,55,31,4,0,1,0,115,110,17,36,0,11,12,53,3,6,0,31,1,33,5,0,0,4,37,22,4,15,12,10,51,19,47,19,43,0,12,4,33,40,67,85,2,21,0,5,108,26,47,3,13,13,28,2,13,0,44,292,4,9,19,5,3,103,20,41,42,1,1,46,5,0,2,45,1,40,16,14,0,0,3,2,1320,93,2,218
cell69,93,44,0,2,0,1,110,121,107,41,18,2,1,4,97,8,136,30,14,352,109,469,4,1,96,50,68,0,0,0,20,177,43,54,2,10,36,54,8,7,5,31,1,41,10,14,2,3,35,4,1,16,14,11,43,18,31,21,57,0,1,2,21,68,93,92,9,45,0,9,112,49,58,2,4,8,37,11,18,0,42,265,4,12,15,8,1,207,49,24,51,7,4,3,10,0,14,17,5,49,25,23,0,3,1,0,1282,100,4,50
cell70,31,11,0,9,0,0,17,14,26,32,29,1,7,17,47,9,42,7,0,279,73,364,10,1,145,26,70,0,0,8,78,133,37,49,0,2,2,7,7,5,2,13,3,27,8,13,0,0,13,3,9,16,13,15,13,5,25,34,31,9,13,1,28,26,52,33,1,32,3,8,77,16,55,0,6,7,16,0,4,0,11,123,5,7,23,5,4,167,23,27,48,0,2,9,5,0,4,21,0,25,26,20,0,5,4,1,8333,188,5,266
cell71,31,729,27,168,0,2,154,83,27,147,58,26,1,9,149,11,182,37,0,31,12,211,1,4,13,15,6,0,2,2,0,20,0,11,0,2,10,97,15,1,18,50,2,74,8,2,0,1,59,24,9,41,12,326,14,54,8,23,71,0,8,6,29,13,12,89,24,15,2,13,225,61,12,2,0,0,13,119,50,0,6,87,2,11,16,133,0,28,4399,11,39,3,0,0,3,0,9,48,3,32,238,14,0,16,2,3,0,34,10,55
cell72,42,12,0,3,0,3,35,29,32,40,33,146,1,7,67,8,109,29,0,238,95,458,4,0,116,45,100,0,5,0,37,101,28,37,0,21,11,34,9,2,0,19,1,32,10,8,3,0,19,1,4,20,18,33,25,13,32,24,42,3,26,6,26,27,40,45,5,36,0,10,109,27,38,7,3,2,26,2,69,0,27,296,2,9,37,8,1,160,28,14,45,0,0,0,4,0,0,7,4,31,34,18,0,2,2,0,6234,192,5,75
cell73,29,18,0,6,10,7,21,33,44,23,31,6,1,18,108,11,111,29,0,327,90,421,1,5,150,59,29,0,0,2,12,149,50,59,1,23,22,57,4,5,10,25,5,14,8,4,0,0,18,11,5,22,16,38,15,21,17,17,28,12,24,1,19,38,37,73,3,34,0,9,81,8,18,3,10,13,28,0,12,0,21,86,5,5,6,14,0,202,29,21,27,6,11,0,2,0,2,22,2,45,35,15,0,5,0,1,96,118,8,263
cell74,22,45,0,22,52,1,45,54,31,8,8,9,1,20,12,8,8,7,6,313,75,75,0,5,172,50,39,0,0,0,38,121,1,88,1,19,5,2,5,1,0,9,7,4,11,0,1,2,9,0,14,2,9,48,3,4,10,23,11,3,0,0,6,9,16,6,6,26,2,6,12,5,17,2,20,19,15,90,2,0,5,28,3,11,1,33,1,202,521,4,39,4,3,40,1,0,1,7,2,5,16,14,0,13,5,13,5867,9,87,7
cell75,27,8,0,5,7,1,35,23,27,31,28,0,0,7,81,7,94,6,0,360,137,279,5,3,137,25,76,0,6,3,24,154,46,74,3,12,6,37,8,4,4,21,2,32,22,6,0,0,19,10,7,12,16,16,33,23,33,27,36,3,59,6,20,44,96,59,1,48,0,8,75,21,73,1,24,11,38,5,16,0,50,214,1,28,18,5,8,266,13,28,35,12,0,0,3,0,7,14,8,56,28,11,0,5,4,0,6972,207,9,133
cell76,37,568,2,56,0,0,58,81,28,218,24,21,3,3,121,7,109,48,0,21,12,370,0,5,10,8,21,0,1,1,4,13,3,1,0,1,17,53,13,5,9,48,1,38,6,2,0,0,26,12,5,37,36,207,10,44,7,14,46,2,9,7,30,9,15,109,3,11,0,11,183,9,16,1,2,2,8,377,74,0,11,203,3,10,36,98,2,20,3770,10,35,11,4,11,7,0,11,19,2,15,291,12,69,15,2,4,1545,26,11,49
cell77,0,654,0,27,0,1,83,80,41,149,55,180,7,1,159,9,242,43,22,15,13,370,0,1,11,3,18,0,0,2,3,12,1,6,0,2,60,73,11,0,2,50,1,57,3,2,0,0,85,27,11,35,22,211,12,23,7,17,78,1,4,10,43,13,7,117,6,10,4,13,240,46,13,0,2,1,8,95,94,0,10,222,3,7,46,197,0,21,4102,9,41,4,1,42,4,0,9,59,1,42,323,13,0,37,3,10,372,12,4,36
cell78,30,43,0,33,41,2,17,68,21,16,7,23,2,11,9,3,14,2,0,252,61,79,0,3,132,22,51,0,0,0,69,125,0,31,0,45,2,2,4,3,0,6,13,4,15,3,24,0,3,0,11,6,13,24,13,12,8,21,16,0,10,2,10,12,17,11,1,33,4,8,10,4,13,0,9,9,9,31,6,0,6,8,6,3,7,15,0,168,455,7,20,3,6,0,2,0,0,12,20,2,15,13,0,23,2,19,1693,9,80,5
cell79,72,309,0,4,18,2,43,59,37,56,16,252,0,19,91,11,93,20,0,298,99,487,2,1,101,47,50,0,1,0,35,97,34,42,13,18,8,25,4,3,10,19,1,27,10,3,3,2,34,14,9,21,10,34,38,22,47,26,36,4,20,4,23,47,92,85,1,27,0,10,93,16,55,3,43,13,28,9,25,1,19,155,17,25,4,11,1,219,54,21,48,2,0,0,4,0,12,59,0,78,25,9,0,3,0,3,8811,161,10,152
cell80,19,17,0,4,0,4,19,35,41,7,7,100,0,21,67,12,67,9,1,291,116,346,0,8,159,43,76,0,3,1,36,120,60,32,0,9,6,25,7,0,5,19,2,18,22,8,3,0,20,13,12,17,17,31,23,27,19,25,27,0,11,3,19,52,76,55,2,32,1,10,65,16,58,3,10,0,41,2,34,0,13,25,9,17,16,2,7,159,24,23,57,2,0,285,5,0,1,24,11,50,18,15,0,3,1,3,8645,171,6,92
cell81,1,319,0,77,0,0,99,85,39,145,55,14,2,14,177,10,202,24,0,24,12,329,0,2,9,14,1,0,0,1,2,13,0,4,12,3,6,88,20,1,6,42,1,83,7,1,2,0,35,9,7,38,18,188,26,44,6,13,81,0,0,8,49,5,16,141,12,14,0,6,187,30,18,1,6,0,14,1017,80,0,12,75,3,6,29,217,2,25,3907,6,30,6,2,10,2,0,4,44,3,35,327,13,3,33,1,2,8078,32,4,5
cell82,18,439,0,129,5,0,41,68,42,62,29,0,2,3,159,4,133,20,0,28,13,254,2,19,10,13,10,0,0,2,4,18,0,9,2,3,20,64,12,2,6,38,4,93,10,0,1,0,47,19,14,30,22,89,4,46,3,11,60,1,3,10,30,13,20,111,8,17,0,8,157,61,19,1,0,1,11,210,60,1,10,58,5,17,28,191,4,17,3631,13,25,5,3,153,5,0,5,38,6,22,324,14,0,57,2,7,830,37,4,32
cell83,8,216,0,37,0,7,119,86,86,110,22,128,2,0,153,14,179,22,14,19,21,292,1,2,13,6,4,0,4,0,0,11,0,6,44,1,29,59,10,1,3,29,1,64,2,5,1,0,70,5,4,38,15,38,0,33,5,13,78,1,2,2,26,8,8,103,13,16,0,6,203,71,8,1,0,1,20,161,42,0,15,65,3,10,19,66,4,18,3190,5,20,2,1,46,3,0,9,62,1,21,312,20,0,8,2,1,280,23,6,59
cell84,41,49,0,16,39,2,36,98,26,8,10,14,4,3,14,3,9,8,2,396,83,56,0,7,102,41,47,0,1,0,43,173,4,12,0,54,6,5,3,1,0,4,1,1,19,2,25,2,7,4,7,3,12,20,5,10,9,19,8,0,30,2,14,7,10,10,1,51,4,0,9,7,8,1,36,13,12,22,5,0,3,57,7,7,2,23,0,239,545,6,39,2,1,2,1,0,1,2,4,7,15,15,0,32,2,18,9174,10,74,0
cell85,0,255,0,72,0,0,97,76,13,128,26,11,2,4,144,3,158,23,0,35,19,212,1,11,10,18,12,0,1,0,2,18,0,1,0,1,9,72,4,2,2,27,1,53,5,1,2,0,56,31,5,44,31,31,14,31,10,15,49,2,2,5,37,11,9,130,3,7,0,9,183,39,20,1,1,8,11,150,73,0,11,85,7,15,43,147,1,20,3424,11,12,2,0,128,0,0,12,50,4,18,302,16,0,37,2,4,4481,15,8,21
cell86,33,32,0,12,9,0,9,90,19,7,10,15,0,22,10,6,10,4,3,306,126,86,0,11,134,30,111,0,1,0,2,131,9,43,0,48,11,2,8,0,8,5,2,1,12,0,10,7,11,2,10,15,16,89,8,14,13,18,6,2,6,1,8,14,16,5,5,31,5,2,8,8,23,2,8,18,14,79,2,1,2,35,9,5,5,48,1,224,597,4,51,2,1,2,4,0,0,5,1,5,8,12,0,26,5,21,892,8,55,11
cell87,41,18,0,5,20,1,45,29,65,28,25,174,3,19,75,13,80,12,0,417,101,439,5,2,75,31,91,0,0,0,14,171,68,103,0,10,13,25,13,4,12,10,2,35,15,5,0,4,27,7,18,19,21,14,29,12,75,23,44,0,22,12,12,60,109,53,1,59,0,10,86,26,55,0,27,14,55,1,14,0,47,210,3,8,11,5,4,278,25,43,31,8,3,3,4,0,11,26,11,25,53,25,0,3,2,1,3066,113,6,180
cell88,2,329,0,95,0,0,42,32,22,104,20,112,0,3,108,2,98,18,6,31,13,212,1,2,16,10,10,0,0,0,2,20,3,4,0,4,4,42,10,1,8,27,2,33,0,0,0,0,34,12,7,23,18,53,13,33,23,12,50,0,3,11,19,18,9,92,7,19,0,4,106,26,19,2,3,2,18,82,10,0,9,93,4,18,10,133,1,21,1547,13,26,0,0,35,3,0,9,32,2,12,344,12,0,14,2,2,8848,60,6,14
cell89,21,27,0,10,25,0,14,40,25,31,24,193,0,7,90,11,94,5,0,330,89,404,4,2,115,40,22,0,2,1,21,145,18,60,2,12,30,37,9,0,4,14,8,57,21,6,15,0,35,4,8,23,16,12,21,17,28,32,39,1,21,4,25,47,64,79,10,39,1,5,96,23,37,5,34,4,34,3,48,0,35,121,4,24,22,12,6,137,34,35,24,1,6,0,4,0,4,17,4,47,51,13,0,5,0,2,234,222,10,119
cell90,22,27,0,45,10,0,27,94,23,9,2,22,1,10,15,10,10,3,3,335,90,65,6,2,126,47,119,1,0,0,1,100,1,2,0,47,9,3,1,0,0,6,3,1,15,0,0,3,4,0,11,2,20,61,6,7,9,24,12,2,25,0,18,13,19,12,0,37,3,7,14,10,16,1,1,7,14,52,3,0,5,55,3,6,1,17,0,218,535,8,29,3,6,0,2,0,0,6,2,7,22,20,0,36,0,21,1375,5,64,2
cell91,29,39,0,28,2,1,35,91,11,19,15,0,0,14,11,6,10,12,1,331,52,84,2,3,143,19,52,1,9,0,23,101,17,9,1,26,3,4,15,0,2,6,2,6,20,0,17,1,5,0,16,1,17,14,5,14,6,24,8,6,54,1,15,8,14,10,0,40,11,6,4,5,12,3,2,10,11,24,2,0,5,14,4,20,3,20,0,227,485,5,52,3,1,0,4,0,3,7,1,9,19,16,1,14,7,17,7675,4,68,13
cell92,33,69,0,4,6,0,41,40,23,33,25,76,1,23,76,13,85,18,0,422,117,307,4,7,213,46,68,0,3,0,46,189,24,24,15,13,9,18,10,6,1,14,6,23,9,3,4,0,14,5,7,18,17,6,15,5,26,36,29,0,13,9,22,37,66,51,3,58,0,7,66,25,60,2,28,15,49,1,34,0,52,246,10,13,10,8,5,230,27,30,63,2,1,0,3,0,3,5,3,29,53,24,0,5,2,3,2561,156,12,93
cell93,46,13,0,8,4,0,10,47,46,27,14,94,3,11,64,12,83,7,0,414,138,370,5,4,178,39,59,0,3,0,1,189,5,83,0,12,13,18,1,3,2,12,0,29,17,3,22,2,11,4,13,17,21,14,18,8,17,37,15,3,12,3,11,43,99,48,3,33,0,14,77,12,59,11,22,5,39,1,52,2,38,140,11,20,11,8,2,235,17,23,74,4,3,48,7,0,3,29,7,24,54,18,0,12,0,2,769,115,9,152
cell94,29,41,0,28,46,3,37,87,14,9,2,15,5,5,13,2,6,4,0,364,83,56,1,3,227,58,132,0,0,0,91,146,0,12,0,41,7,5,3,0,2,1,4,2,16,0,4,0,12,1,11,5,7,62,7,15,11,23,10,0,27,1,12,12,9,2,1,33,1,6,9,2,13,1,19,9,15,47,0,0,8,28,5,8,1,19,0,246,442,8,35,2,2,0,0,0,2,5,0,4,13,6,0,9,2,9,0,0,69,1
cell95,0,323,0,23,14,0,86,25,55,65,50,41,8,10,162,7,107,28,0,22,13,314,0,1,16,5,14,0,2,0,0,9,3,4,0,3,4,59,6,1,7,44,0,65,8,2,0,0,54,38,8,36,22,130,33,27,3,22,80,0,2,5,39,9,21,133,17,11,0,4,198,25,13,0,0,1,11,137,22,0,7,149,9,13,14,106,1,22,1360,12,16,0,1,2,2,0,18,20,2,25,340,15,0,6,2,3,294,34,11,35
cell96,14,319,0,78,20,5,37,43,27,13,20,26,3,7,82,13,117,19,0,21,6,199,0,7,7,13,3,0,0,0,1,12,1,7,10,0,12,47,10,1,2,26,1,33,8,2,0,0,37,10,14,26,16,154,18,23,6,19,47,4,4,5,15,14,7,74,2,12,0,9,114,9,11,0,3,3,13,121,111,1,8,105,2,13,23,97,1,18,2127,9,14,2,2,0,3,0,14,39,2,22,282,9,0,18,2,8,352,9,10,59
cell97,13,22,0,0,0,0,37,34,36,25,10,51,1,14,66,7,38,16,0,368,100,232,2,1,158,37,124,0,1,3,41,151,37,52,0,12,15,12,4,4,2,11,4,31,28,2,11,1,24,8,20,13,15,14,26,16,55,21,34,0,26,9,23,57,85,54,4,50,0,16,66,27,50,3,10,7,41,4,13,0,35,218,2,19,23,5,40,174,26,49,72,0,5,1,5,0,12,20,4,24,48,25,0,12,3,2,2492,104,13,55
cell98,23,260,0,58,52,2,85,35,38,191,23,53,8,6,154,5,182,28,0,20,6,171,1,4,8,7,4,0,2,0,0,13,0,8,3,5,12,44,12,4,13,32,2,40,1,5,1,0,28,8,5,19,18,109,1,28,10,19,51,1,1,7,27,13,14,89,11,17,0,14,154,37,17,1,6,1,10,80,12,0,7,129,6,19,13,163,0,19,1488,13,27,0,3,4,6,0,5,37,2,31,282,17,0,45,5,6,4194,37,8,53
cell99,22,175,0,53,61,2,125,51,30,84,22,1,1,7,126,16,110,30,4,11,16,199,0,9,12,16,3,0,0,1,1,17,2,2,4,1,18,36,4,5,0,37,2,69,1,1,0,1,23,28,5,30,19,116,5,11,4,16,59,0,1,6,21,5,10,88,20,20,0,7,159,52,11,1,0,0,13,77,16,1,4,77,2,11,12,230,0,19,2473,12,18,3,0,0,6,0,10,47,3,17,352,15,0,12,1,5,752,9,5,36
cell100,20,31,0,25,9,1,19,56,4,12,3,15,2,26,10,2,12,2,0,339,90,34,2,3,129,57,72,1,0,3,13,170,3,30,1,60,0,3,0,1,2,7,3,1,11,3,10,2,15,0,10,11,15,23,7,8,9,26,8,1,8,0,10,10,17,9,0,49,1,3,9,8,22,7,22,2,14,4,2,1,4,21,10,8,1,21,0,241,140,6,14,2,2,4,1,0,4,3,13,0,12,14,0,22,5,11,6208,9,50,9
cell101,40,13,0,7,0,0,37,22,23,52,16,33,1,6,44,4,58,16,0,239,75,438,0,5,66,33,70,2,0,1,5,95,0,49,0,1,6,15,9,2,0,12,2,15,14,0,8,0,17,3,9,11,12,27,13,11,15,18,18,3,35,1,9,40,74,50,0,30,0,2,54,8,37,3,7,6,17,4,7,0,21,240,3,13,7,12,0,154,71,15,48,2,6,76,1,0,1,25,4,41,61,9,7,3,1,2,19,107,11,296
cell102,33,490,0,157,40,0,125,82,45,193,55,20,0,2,168,17,188,17,0,13,17,159,1,11,7,7,4,0,2,0,0,15,0,4,0,3,18,66,12,1,5,62,0,90,0,0,0,0,68,12,9,48,20,248,12,33,4,17,84,5,1,24,39,16,18,142,4,14,0,3,192,70,12,0,3,2,13,105,60,0,10,85,1,16,39,75,3,16,1369,10,21,1,0,0,1,0,23,12,5,14,288,12,10,34,5,2,8901,27,5,27
cell103,44,123,0,23,2,0,58,81,31,52,36,117,0,5,127,20,70,47,1,236,81,500,3,8,128,31,84,0,20,3,44,113,0,22,1,11,19,30,3,6,2,28,2,55,17,11,27,2,33,6,7,26,27,66,38,21,17,16,44,5,10,8,19,47,71,100,7,29,0,4,109,27,42,3,25,11,27,2,19,2,33,246,0,16,33,12,2,106,87,24,32,0,4,11,2,0,10,3,17,42,47,16,0,13,2,3,692,128,13,127
cell104,39,32,0,13,33,0,33,70,16,14,2,0,1,16,6,6,5,3,0,317,70,51,4,5,118,35,81,0,0,3,11,91,1,32,0,64,4,5,1,1,0,2,5,4,18,0,11,1,11,0,9,5,17,31,5,13,6,30,11,2,16,0,13,6,15,6,1,13,0,4,13,16,12,3,16,23,10,70,0,1,6,30,6,4,2,5,1,193,493,5,37,1,0,0,4,0,0,2,6,1,19,10,0,39,4,20,2727,3,99,7
cell105,27,29,0,11,2,1,19,66,16,8,1,0,0,44,7,6,10,6,1,321,93,32,0,6,103,28,117,0,8,0,14,146,5,1,0,26,3,2,3,2,2,2,1,3,19,1,11,0,5,1,13,11,12,35,2,7,10,33,14,2,6,0,11,12,21,12,0,31,3,8,18,6,18,1,3,10,9,44,2,0,6,25,2,9,2,14,0,216,494,3,21,6,4,3,2,0,5,5,0,5,14,15,1,24,5,13,9658,2,45,10
cell106,41,16,0,6,0,1,20,46,41,30,4,43,3,14,53,15,60,3,0,279,70,440,2,4,130,31,93,0,0,0,37,69,15,40,0,14,21,30,5,3,4,18,1,22,27,3,13,0,21,9,2,11,12,22,28,22,26,20,29,5,8,0,10,32,72,41,1,26,0,9,62,21,49,1,4,2,29,5,15,0,21,84,10,28,15,13,6,147,22,23,38,5,0,0,5,0,5,24,2,6,55,7,0,13,5,1,839,230,19,98
cell107,31,217,0,86,93,0,122,76,66,113,69,0,0,11,198,11,234,46,0,21,12,303,0,8,11,6,15,0,1,0,0,17,0,1,27,2,8,58,10,3,10,38,8,65,1,0,1,0,76,41,4,46,27,90,22,46,8,14,87,0,5,16,35,11,11,116,4,9,2,12,222,41,11,2,0,1,8,32,4,0,12,108,1,15,28,192,8,21,1196,11,32,0,4,6,4,0,14,67,5,21,338,12,0,54,2,1,0,59,15,17
cell108,93,110,0,11,0,3,64,35,55,28,22,174,7,15,58,2,67,1,0,328,87,484,2,0,131,32,106,0,0,0,6,165,1,14,0,18,20,17,4,5,1,22,3,20,6,1,5,1,28,3,6,18,20,74,30,14,45,21,38,5,16,5,9,48,58,34,6,43,0,9,68,35,50,0,17,7,43,6,16,0,26,242,5,38,13,20,1,201,117,34,64,0,0,7,10,0,3,17,4,35,56,10,0,8,1,3,2960,169,11,158
cell109,8,612,0,45,76,2,85,105,26,150,42,139,6,3,153,4,236,47,0,23,15,364,1,10,21,4,1,0,4,0,2,16,0,4,1,1,30,80,7,3,7,43,1,53,9,0,2,1,52,37,5,45,20,194,19,26,8,14,77,2,1,24,23,5,14,135,2,13,0,4,218,21,12,1,0,0,9,21,92,2,8,94,2,13,77,70,0,21,1338,8,22,11,2,5,5,0,27,62,2,13,319,13,0,42,3,5,166,22,13,9
cell110,28,12,0,12,0,0,31,22,55,42,24,204,6,15,76,6,87,12,3,347,103,386,4,2,202,47,50,0,0,0,65,146,5,84,0,25,10,24,8,1,1,18,1,36,29,7,1,1,25,8,8,16,16,33,16,18,47,26,32,1,40,1,21,62,87,59,6,40,0,13,90,42,50,1,17,25,43,8,27,5,46,124,1,33,35,29,5,200,82,30,37,5,0,44,1,0,1,51,11,31,51,17,0,3,1,2,972,19,6,85
cell111,48,122,0,3,0,1,52,76,19,32,25,65,1,3,82,13,83,22,3,290,76,543,1,5,39,30,12,0,2,0,51,101,2,40,7,10,20,17,7,5,0,20,2,35,8,7,1,11,34,8,10,14,20,43,19,12,18,33,30,2,4,7,25,41,81,70,7,32,1,7,102,43,38,0,3,10,38,3,32,0,27,153,10,34,18,11,12,169,90,28,28,3,0,4,4,0,4,29,9,77,44,14,0,11,4,1,1339,264,16,49
cell112,32,42,0,33,13,1,23,85,20,5,9,7,0,2,8,5,5,7,0,344,115,23,0,5,158,29,87,0,0,0,99,171,1,29,0,21,2,2,3,0,3,3,8,5,7,0,24,1,4,0,15,1,11,41,5,6,13,31,11,3,22,0,11,10,7,12,2,38,5,2,8,7,14,0,1,16,13,119,0,0,4,29,5,9,2,20,0,171,618,8,26,2,0,0,5,0,4,0,9,4,15,13,0,42,7,12,211,5,106,20
cell113,47,23,0,4,0,2,58,69,42,24,27,117,2,15,98,10,106,17,0,292,96,422,1,7,98,34,80,0,0,0,20,97,1,30,0,8,10,49,4,0,2,23,2,38,1,7,0,0,36,9,1,18,17,56,24,15,25,30,45,0,11,5,10,32,74,72,6,28,0,8,95,21,45,2,7,14,28,4,13,1,46,245,13,25,16,28,9,165,68,26,46,2,7,1,7,0,14,22,9,90,41,11,1,3,5,2,3557,69,17,594
cell114,57,60,0,47,46,0,65,79,33,14,6,0,0,8,6,4,11,8,0,310,80,68,2,0,140,24,41,0,1,0,41,158,9,4,0,31,9,2,6,3,0,4,5,5,12,1,2,1,12,1,5,9,21,34,8,9,8,15,9,0,36,2,12,8,13,10,2,43,3,7,7,5,15,3,15,12,12,31,1,0,3,6,2,7,3,37,3,191,650,8,18,2,2,15,1,0,0,7,0,8,19,19,1,22,4,9,10,0,116,2
cell115,17,18,0,4,0,0,37,46,53,26,15,4,2,33,80,8,113,33,0,246,82,372,1,4,112,49,63,0,3,0,10,101,0,43,0,8,26,33,8,1,4,16,1,38,14,1,4,3,29,10,7,14,11,41,25,1,51,22,51,2,29,5,24,33,70,73,9,22,0,5,100,36,50,0,6,28,43,4,26,0,33,114,4,27,29,14,1,142,55,31,41,2,0,198,1,0,0,12,1,45,38,22,2,1,1,6,989,64,9,367
cell116,29,42,0,16,30,0,22,80,22,10,4,17,0,5,8,4,10,6,1,284,87,52,0,6,36,41,31,0,4,1,22,124,9,9,0,40,7,0,5,2,0,2,7,3,24,3,6,1,9,5,13,10,9,16,7,7,1,25,17,0,26,2,10,13,4,19,1,38,2,12,9,10,18,1,8,7,13,42,0,0,7,19,1,6,2,23,0,245,591,8,40,1,0,1,2,0,0,14,7,4,17,9,0,16,4,12,181,4,77,4
cell117,32,129,0,2,0,2,41,43,34,40,36,110,0,15,80,21,102,23,5,238,65,439,0,8,86,32,34,0,0,0,99,117,0,47,0,10,7,35,7,1,3,34,1,35,3,10,5,0,26,8,6,23,17,57,28,23,19,29,52,3,4,13,15,44,61,58,1,23,2,10,119,33,31,1,14,5,31,7,49,0,19,284,2,29,17,8,21,149,77,31,24,4,2,65,5,0,8,10,4,45,45,14,0,8,0,3,6340,56,7,211
cell118,31,344,0,9,0,3,111,35,59,35,23,79,2,7,131,11,195,29,2,247,77,508,0,2,124,34,77,0,3,0,47,113,5,27,1,8,12,68,15,6,8,35,1,73,5,8,1,0,46,12,4,39,23,119,40,25,45,23,57,3,4,5,35,31,39,114,17,28,4,7,135,9,50,0,2,3,23,6,23,0,17,326,3,19,32,20,0,154,119,39,53,1,0,68,6,0,5,72,7,80,37,15,6,2,3,1,4537,31,6,280
