,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell59,45,1,2,28,20,18,0,296,0,9,5,119,3,0,48,0,47,0,21,3,3,1,0,0,2,15,0,23,22,29,13,0,12,20,35,7819,95,33,11,5,1,44,2,66,349,9,8,10,7,11,5,32,0,31,49,15,5,138,28,139,18,18,5,1,1,0,51,257,20,9,90,18,1,106,2,1055,4,122,3,1,2,7,55,0,18,42,19,8235,61,0,19,2,8,76,0,0,19,80,0,10,39,0,1,59,16,2,6,35,8,9
cell60,0,3,0,8,4,14,0,66,145,22,5,36,0,0,38,10,52,1,415,3,0,0,1,0,0,5,4,11,11,0,27,9,40,25,34,162,85,45,2,7,0,44,7,66,51,2,47,51,25,3,8,31,1,39,39,15,12,15,18,7,24,29,7,0,64,0,30,19,21,6,110,8,6,11,13,35,14,9,0,13,13,8,6,13,20,8,45,166,1,1,34,0,6,116,2,2,2,58,4,24,0,0,1,32,20,5,10,83,54,118
cell61,0,58,18,8,131,34,0,301,92,1,3,109,1,2,74,0,67,9,37,2,2,4,0,0,1,1,5,62,29,16,7,2,14,12,32,4727,105,68,15,7,5,37,6,45,135,19,18,6,6,16,16,25,2,256,41,12,0,93,48,121,22,14,4,0,0,0,28,196,25,2,86,8,1,23,7,786,14,266,8,5,0,17,49,0,53,63,12,6879,103,4,28,1,2,105,0,0,22,59,2,24,84,1,0,16,19,0,9,406,12,15
cell62,3,7,2,15,155,7,0,73,135,26,26,56,6,0,71,10,58,13,98,64,10,9,2,0,44,16,27,7,20,1,222,9,281,125,14,91,71,100,17,6,0,37,6,77,25,23,316,24,16,27,17,48,2,13,61,33,8,17,70,6,76,24,6,0,91,2,32,16,8,22,163,20,8,9,67,48,29,3,2,4,6,17,10,5,20,3,5,100,1,1,38,0,2,107,5,1,14,91,0,26,3,0,0,109,25,5,9,27,43,1365
cell63,0,9,1,4,0,14,0,86,106,22,3,23,0,0,34,8,64,8,49,4,1,3,0,0,0,16,1,16,17,2,13,2,26,27,54,118,85,64,4,6,0,49,6,55,47,9,60,23,5,8,3,36,3,48,51,25,4,29,36,16,27,34,8,0,26,0,38,19,13,1,122,9,10,10,22,44,4,6,6,9,7,12,6,3,26,12,19,104,1,0,14,0,12,93,4,1,21,65,2,21,0,0,0,39,23,3,12,25,50,147
cell64,5,0,0,12,0,3,0,56,102,9,9,38,2,0,28,6,47,8,68,8,1,6,2,1,0,6,1,6,16,4,7,4,21,25,60,114,65,22,4,1,13,26,4,37,42,1,1,20,11,7,9,24,1,0,29,17,9,12,45,12,11,12,4,0,45,3,36,18,9,18,106,10,0,8,13,37,4,8,1,9,4,15,14,6,30,13,14,113,0,0,10,0,11,116,1,3,0,59,0,11,4,0,1,37,13,8,7,40,49,158
cell65,0,0,2,5,0,14,0,86,132,13,23,61,0,0,37,15,69,12,55,6,2,5,3,0,0,4,4,10,18,2,31,3,34,8,31,151,78,26,4,1,0,30,4,36,49,3,32,13,12,14,5,35,2,27,47,17,2,11,43,11,17,14,5,0,4,0,42,23,15,3,103,3,8,8,6,34,4,8,2,2,5,5,12,0,15,15,15,128,0,1,18,0,8,106,0,3,2,58,1,9,3,0,12,79,16,8,8,34,66,225
cell66,1,7,5,29,471,55,0,260,80,1,6,100,1,0,53,0,49,6,60,3,10,0,4,0,5,2,0,80,21,36,7,0,14,13,27,4474,70,56,14,0,3,35,6,56,646,2,12,6,7,3,15,13,2,92,30,14,0,135,24,105,22,18,7,0,2,2,21,127,5,13,74,15,3,5,6,1062,4,60,0,0,0,10,62,0,20,26,12,7467,29,2,23,0,2,28,8,2,6,49,0,4,14,0,6,43,28,17,6,141,9,7
cell67,0,0,1,1,69,13,0,54,72,7,8,44,1,0,34,10,48,2,70,6,2,2,0,0,0,5,2,5,17,3,29,8,44,17,26,107,48,40,5,4,1,24,3,40,28,4,10,5,5,11,7,33,0,43,38,10,0,5,42,12,19,23,4,0,4,4,28,11,12,5,72,8,0,9,14,31,1,11,3,6,2,5,8,0,27,14,14,81,5,0,23,0,9,97,1,1,6,43,1,13,2,0,1,37,22,7,9,16,51,73
cell68,2,4,0,9,74,4,0,98,90,1,23,64,0,0,51,11,64,9,50,11,6,1,1,0,0,18,5,5,18,3,35,2,46,35,23,128,77,48,9,9,1,41,5,63,34,5,22,12,9,2,2,28,7,91,41,19,17,17,50,19,27,40,8,0,15,3,45,16,21,5,80,5,2,9,24,40,14,2,0,13,2,11,9,6,45,3,12,125,2,5,20,0,8,162,12,4,1,59,2,24,4,0,0,33,24,19,11,54,68,115
cell69,0,3,1,3,218,2,6,59,190,25,7,70,2,0,65,18,65,21,341,137,16,5,0,0,14,19,7,2,13,1,255,30,292,130,29,91,92,94,17,11,6,42,12,57,5,19,35,22,15,80,9,48,1,58,60,31,6,14,64,8,133,30,12,0,78,0,55,17,10,19,165,8,3,7,103,30,44,7,2,16,11,19,14,18,40,11,43,69,1,4,55,0,8,107,9,2,7,86,10,22,4,0,1,75,22,4,10,21,58,374
cell70,0,0,0,1,130,4,0,57,21,14,3,66,4,0,20,9,59,1,567,177,14,12,0,0,33,10,0,4,21,0,217,14,330,136,29,52,57,32,15,7,2,34,12,44,24,2,316,30,4,5,14,31,5,64,55,16,6,14,50,9,88,36,9,4,61,1,28,17,2,6,100,14,2,17,94,32,9,5,1,16,8,13,13,11,43,10,23,60,3,4,60,0,10,232,10,0,15,73,0,17,3,1,6,78,27,1,11,25,61,843
cell71,0,0,2,3,0,1,0,74,93,16,21,91,2,0,37,3,88,4,95,133,13,16,0,0,52,39,0,10,32,0,255,8,197,74,45,66,88,90,23,4,3,43,8,79,19,4,130,18,17,54,10,55,0,40,47,29,3,13,69,5,87,31,16,0,74,3,38,23,19,7,145,13,3,8,37,21,8,8,0,4,2,11,14,7,49,16,22,92,2,0,59,0,11,193,3,3,12,85,2,18,7,0,8,41,18,6,5,26,37,363
cell72,0,3,0,13,175,2,0,60,173,43,3,77,4,0,49,10,112,11,80,94,32,9,0,0,43,14,4,8,24,0,214,26,216,65,32,69,107,88,17,4,3,50,4,88,37,2,0,19,4,70,18,58,1,34,59,33,6,23,63,10,89,18,5,0,65,3,58,10,15,13,225,19,5,4,74,37,23,4,0,5,10,53,18,7,22,17,13,86,2,2,44,0,5,426,10,5,5,102,0,28,1,0,10,35,21,15,19,30,38,580
cell73,0,0,0,4,99,6,1,79,111,10,13,59,13,0,34,5,43,10,93,3,2,4,1,0,8,10,1,6,15,3,37,4,48,22,13,107,52,39,13,2,3,25,13,71,42,4,98,16,7,5,4,24,2,3,52,12,4,21,37,5,21,25,4,1,12,0,44,18,7,2,108,11,4,5,20,30,3,5,0,1,3,15,9,0,48,11,25,108,1,0,22,0,4,56,2,5,7,59,4,23,3,0,0,59,14,5,14,41,55,201
cell74,0,20,10,42,0,60,0,412,71,5,8,77,0,0,29,7,50,4,26,1,3,1,0,0,1,11,0,58,14,103,12,1,11,12,27,9278,126,54,12,6,6,23,8,34,863,0,15,5,1,1,11,14,3,19,29,17,2,219,29,196,15,8,15,0,3,2,40,369,12,12,75,15,1,151,13,1219,3,89,34,0,1,2,74,0,28,46,17,7626,25,0,21,0,2,20,7,1,1,37,1,11,12,0,0,41,27,1,8,1039,7,8
cell75,52,16,4,5,1,12,0,77,107,31,11,31,4,0,16,5,36,4,82,15,2,0,2,1,26,2,0,18,13,2,63,2,35,55,50,119,87,25,11,7,1,30,1,49,43,2,31,3,3,20,10,28,1,73,38,16,1,29,42,18,46,32,9,0,36,2,35,25,17,5,100,4,1,5,27,49,8,6,8,8,4,6,11,3,40,8,16,120,0,0,16,0,5,90,2,0,10,58,0,16,4,0,0,20,20,6,6,47,61,129
cell76,6,0,0,3,0,12,0,69,116,13,1,58,0,0,17,4,28,2,85,9,1,7,0,0,2,3,0,11,7,0,33,9,85,56,22,103,67,46,14,1,0,23,5,28,45,1,106,26,8,1,3,23,0,15,24,14,15,19,30,14,36,29,4,0,65,0,33,17,4,18,78,4,5,12,18,41,9,6,0,9,5,12,4,4,38,7,22,126,5,2,15,0,5,82,2,1,2,39,12,4,1,0,0,33,22,5,3,11,81,157
cell77,7,8,1,18,157,18,0,74,98,14,1,64,2,0,21,9,53,8,67,17,6,4,1,0,16,12,4,11,17,6,54,4,56,35,23,81,68,7,14,5,2,20,3,47,41,1,79,12,3,6,3,15,1,46,21,13,7,26,22,9,49,4,2,0,0,0,21,11,9,11,64,4,0,4,40,42,5,8,0,15,2,10,13,4,17,10,10,117,2,1,22,21,13,29,5,3,2,31,0,7,7,0,0,25,24,11,17,43,50,335
cell78,0,0,0,8,11,8,0,87,0,42,5,66,1,0,70,4,104,5,61,103,19,7,0,0,64,24,1,8,20,1,139,33,108,95,52,63,87,63,24,3,2,51,9,106,32,4,241,29,10,29,15,66,1,89,82,19,2,20,84,8,56,18,8,0,25,2,76,17,11,4,187,10,2,10,91,19,4,2,0,3,6,30,20,3,55,17,21,82,4,3,57,0,6,459,1,2,8,61,1,33,4,0,0,20,27,2,17,19,32,1351
cell79,8,2,0,10,0,10,0,78,85,22,0,49,1,0,35,7,30,5,122,2,3,9,4,1,0,8,0,2,31,4,66,4,70,36,9,112,72,39,12,3,1,32,10,31,22,1,1,9,4,13,4,25,2,64,34,17,8,11,31,16,64,28,7,1,43,0,20,15,7,14,62,3,5,7,24,39,4,2,12,9,0,8,15,8,24,9,13,141,1,3,26,0,16,80,1,3,6,59,11,3,1,0,0,30,23,6,10,16,38,354
cell80,15,5,2,5,12,0,0,66,138,20,0,59,11,0,35,11,72,17,93,28,11,5,0,1,50,18,2,6,22,0,199,23,165,42,28,65,82,84,18,9,0,63,5,62,29,8,1,20,5,48,22,38,0,16,60,25,7,5,58,8,67,33,7,0,70,1,66,5,8,7,144,4,0,1,38,17,17,4,48,3,7,17,12,10,39,10,32,69,7,2,54,0,6,160,1,1,16,85,1,9,3,0,1,27,20,13,43,70,10,570
cell81,23,90,0,8,716,71,0,440,106,17,9,102,1,0,29,1,42,0,26,1,3,3,0,0,3,6,1,63,21,82,11,0,16,7,27,8753,134,35,11,1,13,18,3,19,1451,5,17,9,4,20,11,20,4,108,30,12,3,316,15,345,17,10,7,0,0,3,21,441,11,0,69,9,14,202,13,2539,4,73,0,5,0,5,104,0,21,44,17,7974,128,1,17,0,11,25,3,1,6,46,0,13,51,1,0,39,16,6,9,525,8,11
cell82,3,0,1,30,20,122,0,467,87,7,5,118,2,0,55,0,49,3,49,7,10,5,0,0,1,2,0,128,17,16,5,1,17,8,32,7516,91,59,12,4,2,18,4,14,787,6,1,8,5,38,6,24,0,273,22,7,1,154,29,156,14,20,3,0,0,0,18,290,13,15,77,9,1,25,3,2794,11,55,4,5,1,5,86,2,9,54,22,7386,34,2,23,0,2,27,10,0,4,49,0,4,57,0,0,51,21,15,7,556,5,14
cell83,16,10,0,1,48,14,0,73,113,10,7,56,0,0,42,12,38,2,78,1,13,5,0,0,0,24,8,1,9,1,31,6,55,43,31,134,86,62,11,5,4,27,6,66,48,3,98,15,6,5,5,22,1,1,32,11,4,9,33,10,34,25,1,0,0,5,32,21,19,3,92,8,2,13,13,43,4,9,0,16,5,16,7,2,47,7,9,115,0,2,15,0,3,54,2,2,6,57,6,8,3,0,0,54,13,15,10,61,61,286
cell84,5,7,0,0,21,13,0,72,122,9,6,50,3,0,12,7,43,13,55,3,6,0,1,0,0,9,1,14,22,1,50,2,34,27,44,101,78,37,14,5,1,46,5,40,48,1,43,31,4,18,3,23,9,3,57,15,1,14,48,7,31,33,5,5,0,0,39,11,8,2,102,5,1,4,20,42,7,7,0,13,4,8,13,2,30,7,13,147,1,0,14,0,6,49,4,3,0,61,0,23,5,0,0,52,26,8,11,59,63,275
cell85,0,94,5,25,443,32,0,285,5,0,8,107,0,10,45,0,43,6,40,1,4,0,0,0,3,2,3,27,18,25,12,0,8,15,32,7640,91,35,6,6,1,23,6,60,1410,4,11,4,10,26,17,29,3,150,49,11,2,231,17,204,19,9,5,0,2,0,32,219,21,14,76,9,9,121,11,2403,4,58,1,2,2,4,108,0,29,59,10,8272,37,1,18,0,6,15,9,2,3,19,0,7,37,0,1,45,22,11,6,735,0,20
cell86,0,0,0,1,0,14,0,73,94,11,2,58,0,0,23,4,52,4,59,32,2,0,0,3,0,11,0,19,19,13,21,3,37,46,33,194,105,46,3,5,4,36,3,49,32,6,85,13,12,3,6,49,5,51,36,12,5,19,42,8,23,33,18,0,8,3,33,19,17,5,80,4,6,15,8,62,4,7,0,10,0,11,15,1,30,10,15,187,3,1,22,0,1,57,1,3,15,49,4,9,4,0,0,42,18,5,9,37,29,331
cell87,0,0,14,2,260,96,7,353,23,8,6,89,4,11,45,0,49,3,40,3,2,4,0,0,2,0,2,79,20,17,12,1,9,2,20,5013,92,54,8,3,0,24,5,21,1505,6,22,9,4,22,18,18,0,5,35,10,1,223,23,61,16,9,8,0,0,0,14,305,19,12,74,4,13,25,7,1758,3,61,0,1,2,4,76,5,29,33,20,6935,66,2,25,0,4,32,2,1,7,59,1,3,29,0,0,26,12,5,6,712,9,21
cell88,0,0,0,7,3,15,0,91,139,12,6,37,4,0,37,11,43,4,208,2,1,0,1,0,1,16,0,14,26,8,16,7,39,41,34,105,82,38,11,4,1,44,3,77,59,3,14,12,7,26,4,26,1,12,40,17,2,27,40,26,29,25,3,0,41,0,45,39,6,4,93,13,0,8,25,42,8,10,3,13,2,4,9,0,18,2,22,195,4,2,21,15,13,73,3,1,6,71,7,5,2,0,0,19,17,9,4,39,31,243
cell89,0,0,0,5,123,11,0,66,129,18,8,51,1,0,27,7,57,4,95,8,1,11,0,1,6,14,0,9,21,0,10,3,34,29,28,112,90,45,3,8,0,39,10,50,73,4,64,10,9,3,4,25,5,70,57,10,3,29,39,14,13,31,5,2,20,0,45,31,11,7,99,16,3,2,17,65,4,14,11,13,6,10,6,1,47,14,7,212,3,2,16,0,5,51,7,1,2,43,0,7,5,0,0,54,17,6,6,14,23,135
cell90,1,3,0,31,162,63,0,289,80,4,6,88,1,0,48,2,33,10,24,5,1,0,4,0,3,16,0,29,13,28,14,2,13,11,35,4334,110,53,11,6,0,14,4,48,1000,6,19,5,1,14,21,31,3,202,38,13,2,213,25,205,21,9,2,0,3,1,22,261,13,2,78,5,38,161,4,1483,1,22,2,1,0,2,43,0,29,38,14,7840,27,1,14,0,5,26,8,1,3,57,0,9,27,0,0,48,17,5,4,632,9,15
cell91,40,5,0,6,17,7,0,71,194,16,25,51,1,0,44,16,102,6,96,391,48,4,0,0,38,15,0,13,25,2,557,3,294,127,43,87,101,93,24,13,6,65,11,96,22,13,339,33,26,86,25,48,1,77,58,34,1,23,83,10,108,9,21,0,65,7,82,15,10,11,197,8,7,12,97,31,14,17,0,0,3,16,19,12,47,12,21,76,4,4,70,0,5,286,5,3,2,103,0,26,3,0,0,61,23,7,19,47,19,429
cell92,1,3,0,8,24,12,0,63,50,17,6,43,3,0,13,12,39,16,117,4,1,3,1,0,0,5,0,11,16,7,34,1,39,29,38,116,72,73,3,0,1,25,2,54,74,6,66,9,9,1,19,24,13,1,45,14,2,20,26,24,35,25,2,0,4,0,34,24,21,10,81,2,8,15,15,57,6,6,5,8,3,5,9,0,30,9,17,239,2,1,17,0,3,58,3,1,3,61,2,8,3,0,0,21,13,13,11,72,50,178
cell93,8,0,31,8,662,60,13,350,84,1,1,112,2,0,18,0,36,2,50,0,2,9,0,0,11,4,1,51,16,50,10,2,6,9,15,7657,95,64,7,1,0,26,6,53,1323,2,19,9,1,34,5,22,0,172,36,13,2,141,30,135,19,1,8,0,2,0,14,270,7,5,81,6,6,36,8,2168,15,212,4,1,1,2,129,5,22,56,18,8408,54,2,24,0,1,51,3,4,1,51,2,10,3,0,0,21,14,9,16,1119,3,21
cell94,0,35,3,14,21,61,0,384,109,1,7,82,0,0,44,3,40,0,39,3,2,1,0,0,4,1,0,83,17,46,11,1,6,18,26,6642,101,39,14,4,0,34,4,37,1246,3,1,6,1,26,13,25,0,16,36,12,0,199,26,183,16,1,6,0,1,0,33,290,20,9,75,7,7,51,5,2623,3,34,5,1,10,8,117,0,28,46,12,8212,70,3,21,0,3,44,7,0,8,55,0,8,29,0,0,21,22,0,6,384,8,13
cell95,0,21,0,1,169,9,0,83,245,19,13,68,2,0,63,15,116,8,97,160,29,5,0,0,70,34,1,14,18,0,231,18,288,145,56,67,99,24,19,14,6,58,14,120,16,9,150,13,9,37,16,38,4,0,61,16,14,22,57,10,102,36,17,0,75,4,70,12,29,20,191,28,2,4,133,14,19,8,0,1,2,8,14,1,61,12,22,73,12,0,56,0,7,407,10,3,17,115,2,41,2,0,0,44,23,9,13,37,10,771
cell96,6,2,0,12,1,5,0,60,190,35,17,61,15,0,54,20,90,8,105,286,27,3,0,2,46,34,14,9,27,1,195,15,332,112,9,65,80,100,9,13,7,50,6,137,17,12,339,34,9,55,11,45,5,21,64,26,13,8,77,10,48,36,5,0,87,0,72,12,23,8,178,9,5,9,99,13,4,9,0,1,3,2,10,7,65,10,8,62,1,4,63,0,8,315,3,0,8,61,1,54,2,0,0,86,28,4,25,51,21,791
cell97,0,17,1,7,79,18,0,71,105,23,7,42,1,1,15,0,54,16,82,29,9,3,2,0,0,13,4,7,14,7,26,6,56,40,36,225,64,34,8,7,0,19,4,45,54,5,61,8,0,13,5,28,1,56,33,24,4,32,42,20,39,32,1,0,45,0,40,20,18,6,89,19,0,15,28,76,11,7,0,11,3,1,15,1,31,8,15,257,3,1,16,0,11,56,4,1,1,36,4,10,4,0,0,53,14,9,13,60,68,268
cell98,0,1,3,59,0,70,3,444,0,29,14,95,0,0,72,0,48,3,32,0,2,1,0,0,1,10,0,94,9,20,6,1,14,25,30,7633,61,93,16,2,3,30,3,64,730,11,21,9,14,28,11,25,4,98,35,19,1,297,17,222,18,8,5,0,0,2,33,288,14,13,84,13,0,198,5,1908,8,112,32,2,9,4,128,1,31,33,11,8065,28,1,22,0,4,36,9,2,5,80,0,9,34,1,0,24,22,7,6,1227,8,23
cell99,0,5,0,12,110,2,0,84,160,49,11,69,3,0,39,7,64,5,93,155,37,1,0,1,88,13,0,6,22,0,227,19,235,162,34,67,94,21,19,3,2,52,13,51,22,10,361,33,21,68,14,39,3,26,62,15,2,6,80,8,78,18,8,2,126,2,40,11,19,4,117,22,1,2,53,17,6,2,0,1,5,10,12,7,45,23,23,54,7,0,55,0,8,259,3,0,23,74,6,52,3,1,1,40,20,6,37,29,43,614
cell100,11,43,5,37,402,103,11,400,0,10,3,123,0,0,21,0,55,4,28,0,8,10,0,0,6,1,0,76,12,22,7,1,21,9,26,5631,81,55,17,6,7,16,3,43,1049,11,6,8,2,5,11,13,4,82,43,20,7,279,30,411,26,11,8,0,1,0,25,374,20,11,94,12,2,24,5,2844,1,84,0,2,2,8,82,1,14,40,8,8102,10,3,17,0,0,45,2,2,6,50,1,4,30,0,1,20,17,9,19,413,11,10
cell101,48,5,1,5,185,12,4,69,0,43,8,77,3,0,39,17,85,25,205,145,18,8,0,0,50,68,0,4,35,0,516,28,320,164,38,22,94,82,19,6,0,51,11,79,21,2,398,21,17,37,39,56,0,2,55,30,12,7,66,3,126,22,27,0,121,3,80,17,5,11,207,6,1,15,91,24,9,10,36,1,1,7,15,8,44,14,41,76,12,1,48,0,8,362,7,1,3,106,7,26,9,0,10,16,27,8,12,6,32,627
cell102,43,16,3,9,118,30,0,382,96,3,5,76,4,0,37,5,52,3,22,2,3,7,0,3,1,9,0,60,14,44,13,1,9,12,25,3616,88,94,19,2,5,32,0,30,1329,0,26,6,10,11,9,19,2,46,42,16,5,276,31,153,21,6,10,0,2,8,22,200,21,9,108,7,3,72,6,2312,8,109,0,0,1,3,146,3,26,38,10,8216,56,2,24,1,6,14,2,0,15,60,0,7,41,0,0,24,23,8,10,818,12,17
cell103,10,1,1,5,64,16,1,88,150,21,2,54,1,0,18,1,24,1,143,47,0,3,1,1,0,9,1,8,10,6,87,7,75,62,27,93,87,22,4,7,0,13,1,30,72,8,57,22,10,3,1,22,3,6,30,14,2,35,29,33,78,40,1,0,30,2,39,24,10,7,69,10,20,7,22,81,2,3,0,10,11,8,10,3,14,18,14,309,6,3,14,0,6,68,2,2,1,37,3,3,4,0,0,43,19,12,17,28,85,298
cell104,0,2,3,7,244,9,0,87,144,8,3,52,0,0,2,11,31,3,405,9,9,4,1,0,2,10,0,5,15,13,95,6,94,73,24,319,98,34,3,9,1,16,1,34,86,1,6,16,9,11,5,13,3,12,28,15,5,36,17,47,64,10,2,0,59,1,29,40,3,9,57,13,13,17,34,81,7,4,0,7,6,9,18,4,28,17,18,271,4,2,45,0,6,63,9,1,0,40,7,14,3,0,5,31,14,13,11,13,52,269
cell105,0,1,0,11,0,8,0,67,0,34,6,79,3,0,36,26,142,10,85,221,52,0,0,0,74,1,4,17,39,0,174,4,301,167,24,58,100,215,19,4,1,58,7,135,17,1,363,16,2,50,9,55,5,100,81,29,7,20,74,9,79,9,8,9,79,14,89,7,20,11,243,10,2,1,90,32,27,4,0,5,4,15,15,5,26,12,12,85,11,0,55,0,5,316,5,4,2,126,6,31,1,4,4,24,34,4,8,17,17,1340
cell106,1,4,1,3,1,19,0,105,62,14,3,43,2,1,18,13,41,8,60,10,8,1,1,0,1,4,3,3,15,9,49,21,126,46,22,374,82,23,3,1,0,12,2,29,65,4,118,32,6,9,1,20,1,56,25,11,4,32,28,29,40,22,3,0,45,0,11,38,7,7,63,5,8,20,50,109,21,4,0,5,7,3,22,10,27,10,12,353,2,0,30,0,11,45,4,0,2,33,6,11,5,0,2,18,26,13,13,75,82,311
cell107,1,2,0,17,633,73,0,410,0,35,0,119,3,0,13,0,37,2,17,2,5,2,0,3,4,5,2,64,20,40,2,0,14,8,16,7550,122,72,14,1,10,26,2,27,1378,2,2,7,1,11,10,20,0,134,30,10,1,269,24,188,16,13,7,0,1,1,25,347,9,5,79,8,67,95,7,2492,8,60,0,3,6,4,124,4,30,51,13,8339,18,1,20,0,3,34,3,3,2,40,0,5,8,0,1,23,17,1,4,469,10,15
cell108,3,11,1,0,5,1,1,88,246,46,8,36,4,0,113,11,108,9,105,159,11,2,0,0,111,40,33,20,29,1,122,31,317,147,48,93,93,144,26,6,6,64,5,62,34,6,361,18,16,20,14,65,5,120,44,23,5,8,72,2,131,25,12,0,33,7,46,12,18,12,211,2,8,5,86,34,7,10,0,3,1,33,9,7,25,5,28,81,7,4,62,0,5,168,5,0,10,88,1,32,12,0,15,64,23,6,8,27,31,789
cell109,8,1,0,1,2,3,0,72,24,16,2,30,2,0,50,17,117,8,194,136,5,0,0,3,163,14,7,15,29,1,391,51,328,171,69,37,107,200,20,9,0,74,11,73,18,20,172,53,12,12,3,57,0,3,69,25,11,20,98,3,99,56,25,0,107,2,100,12,11,17,262,16,2,5,169,20,4,22,2,0,12,15,15,10,62,12,14,82,11,0,58,0,0,194,11,3,0,105,1,44,1,0,0,48,19,6,14,35,46,640
cell110,1,63,5,26,6,36,0,430,0,26,2,103,1,0,24,4,43,9,26,0,6,1,0,0,9,16,1,60,24,41,11,2,8,13,12,5947,102,57,16,3,1,24,5,45,1396,3,23,12,6,13,16,19,3,101,25,9,6,194,13,107,18,10,10,0,8,0,15,338,25,9,50,9,3,204,7,2726,5,60,24,3,1,5,65,2,14,73,4,7753,39,3,20,0,11,27,8,0,1,30,0,4,47,0,0,24,20,12,11,702,5,13
cell111,35,42,2,37,71,84,0,395,86,3,4,113,3,0,27,4,30,4,17,2,3,0,0,0,2,6,0,46,11,79,10,2,14,13,21,8106,96,46,13,0,0,20,3,47,1330,9,3,12,4,8,16,25,1,162,33,16,0,91,16,236,22,13,8,0,10,0,31,402,9,12,49,4,41,133,3,2019,4,125,0,1,2,2,49,1,15,40,17,8701,38,0,14,0,8,39,4,0,4,46,1,9,21,0,0,26,21,2,5,722,1,15
cell112,6,0,1,5,425,11,0,89,243,38,15,102,18,0,67,23,149,15,469,251,28,17,0,1,24,34,0,13,44,1,481,27,233,139,32,56,121,106,19,14,9,60,17,109,28,4,453,36,21,28,22,45,9,90,86,31,3,9,96,6,128,67,14,1,106,0,65,12,9,5,315,0,0,14,163,25,21,23,3,2,9,16,16,16,95,22,17,98,17,6,71,23,12,146,6,2,11,128,7,16,3,0,5,22,30,9,2,35,34,694
cell113,168,7,0,6,3,5,0,99,357,45,1,90,8,0,115,34,144,34,104,109,11,2,1,1,105,44,0,7,33,0,629,31,383,156,46,45,111,151,18,4,0,52,12,77,22,9,456,42,9,113,21,60,7,44,66,36,1,23,88,9,76,60,12,0,110,0,20,9,4,20,274,34,0,2,130,31,25,13,0,1,13,8,21,10,86,16,16,74,2,1,42,0,8,358,10,1,19,113,2,30,2,0,0,71,16,0,10,21,42,400
cell114,16,1,1,7,0,7,0,100,264,9,8,74,10,0,97,6,143,7,99,147,11,18,0,1,73,11,9,10,46,0,292,32,205,127,68,40,113,105,19,8,0,53,0,113,25,4,347,45,9,44,3,63,0,80,93,29,7,19,95,3,94,66,6,0,59,5,46,14,14,18,302,12,2,5,112,26,13,25,0,2,3,13,21,4,64,20,24,82,19,6,49,0,6,339,2,1,23,99,1,6,1,0,2,56,19,11,15,39,73,476
cell115,30,13,7,6,199,53,1,314,88,29,9,122,1,43,15,16,40,2,19,0,3,0,0,0,9,8,1,99,21,11,6,1,16,17,26,3593,91,56,18,4,1,18,3,50,1394,3,17,5,4,17,15,23,1,246,26,14,0,290,28,127,27,14,6,0,0,1,19,290,18,1,75,3,21,212,5,1877,6,100,4,3,4,4,79,0,30,47,12,7894,59,2,16,0,3,34,0,0,6,40,0,10,15,0,0,50,16,5,12,682,9,8
cell116,0,5,0,9,20,3,0,99,122,23,31,72,7,0,13,20,112,4,111,146,19,6,0,0,114,18,31,11,31,0,235,22,341,127,26,40,96,136,13,25,3,64,9,81,29,4,42,33,19,12,18,56,7,43,83,26,12,13,80,5,92,16,10,0,22,1,39,12,9,20,236,30,0,12,94,45,10,20,0,2,6,12,20,18,23,23,21,94,3,0,39,0,4,190,2,3,3,116,1,10,4,2,2,72,21,1,36,26,38,1058
cell117,16,15,2,8,3,3,0,87,255,64,2,44,7,0,97,22,140,10,913,318,3,0,0,0,41,43,25,7,28,0,671,17,408,89,56,44,96,40,13,5,19,55,9,128,28,8,510,25,9,60,13,48,1,100,70,27,5,25,89,1,96,45,17,0,65,0,57,14,14,15,182,26,16,8,48,27,12,16,36,4,9,21,19,22,92,24,17,77,9,3,75,2,13,311,1,3,4,91,13,22,5,2,5,66,16,12,15,33,73,127
cell118,0,1,1,2,209,6,0,91,174,40,8,35,3,0,35,8,168,4,115,119,3,2,0,2,79,31,10,10,25,1,372,30,240,112,51,96,87,183,21,7,9,68,18,71,30,17,125,43,30,39,12,69,3,76,77,21,1,19,74,9,66,20,31,0,114,2,27,13,22,13,253,23,0,8,112,36,14,22,0,0,5,21,24,2,16,41,21,73,3,3,49,0,6,192,6,3,6,124,9,32,3,0,2,12,21,6,13,41,61,790
