,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell59,31,98,126,5,270,2,65,18,9,10,5,82,5,53,93,26,13,57,1,8,4,66,1,16,0,3,3,4,31,41,0,0,14,6,15,15,34,224,8,19,8,17,14,12,72,16,2,6,2,127,2,0,19,382,21,40,16,0,64,6,8,0,0,10,20,50,90,30,15,5,68,54,0,18,8,40,13,2,98,5,2,191,2,17,79,38,10,120,1,0,0,0,14,1296,7,5,6,18,6,3,79,844,6,0,13,22,2650,26,54,66
cell60,10,30,344,0,32,0,92,31,0,105,43,363,43,2,493,64,175,207,3,3,5,168,0,26,6,11,1,10,60,40,3,0,1,9,0,0,29,966,32,13,17,2,17,1,130,23,1,48,15,578,8,0,32,283,19,59,116,0,139,3,4,0,11,36,64,140,314,89,4,16,583,189,0,70,1,179,6,322,113,85,191,294,8,51,330,190,277,886,58,23,0,3,66,4293,75,29,42,17,5,24,16,15,13,2,55,10,17,11,19,638
cell61,2,189,87,0,132,9,77,35,23,33,2,86,7,47,66,30,6,66,1,7,8,95,1,8,16,8,0,2,26,24,5,2,13,11,46,0,33,50,11,17,3,1,12,40,70,1,3,11,15,100,3,0,12,338,12,43,27,0,7,0,8,0,0,20,15,32,79,42,8,10,109,56,0,19,13,53,18,74,15,8,1,195,7,11,54,10,13,359,3,4,4,1,0,1189,8,0,18,2,0,2,96,1567,4,0,12,10,93,24,15,77
cell62,18,109,136,3,194,3,12,13,0,21,10,93,21,40,121,26,19,78,1,4,7,123,0,15,4,4,0,7,21,19,7,1,21,5,35,13,45,69,19,8,4,0,16,50,58,1,2,13,1,107,2,2,14,78,9,50,25,0,65,9,5,0,0,11,13,32,105,32,9,10,55,65,2,5,12,10,6,127,75,4,0,156,0,11,54,25,17,136,73,2,0,6,5,1136,11,2,25,10,14,35,53,1334,6,0,11,6,878,58,15,54
cell63,28,21,283,10,0,1,44,14,1,123,28,274,67,46,432,65,179,170,4,0,7,310,0,16,22,2,0,13,53,30,14,1,11,9,150,2,15,523,16,18,14,65,9,82,74,10,2,57,35,468,8,0,8,320,23,68,70,0,100,5,10,0,4,25,100,155,244,64,10,11,550,121,50,27,6,120,64,340,39,154,116,333,2,78,372,616,248,1533,43,6,0,3,122,3669,54,24,29,83,7,28,6,63,187,0,323,15,2,2,26,605
cell64,30,28,289,0,60,0,54,63,8,123,53,272,61,37,253,65,222,100,1,6,6,326,1,27,1,7,0,5,63,67,10,0,9,4,28,286,13,631,32,16,37,40,13,14,195,7,1,64,10,455,9,2,13,80,21,61,126,0,182,7,7,49,0,74,99,248,307,82,4,8,397,180,31,48,7,191,109,343,242,137,85,385,4,90,362,250,259,1207,70,96,0,1,85,4542,67,17,63,42,13,14,7,55,50,0,49,26,6,2,30,408
cell65,11,91,106,0,231,0,52,22,7,11,4,57,12,57,76,24,5,38,3,5,9,93,3,12,20,8,4,1,16,13,9,4,19,7,12,4,52,148,14,21,4,13,11,1,50,1,3,12,23,82,1,0,4,302,5,34,14,0,47,9,10,0,1,14,15,35,84,18,7,6,41,54,0,19,10,47,10,33,31,8,2,150,6,13,38,72,14,247,87,1,27,2,6,811,13,0,50,6,0,5,106,1138,0,0,10,2,907,22,13,37
cell66,18,73,369,27,374,4,63,16,20,12,4,45,4,27,64,21,5,30,0,126,50,44,0,1,87,19,37,4,18,11,40,5,147,31,11,15,18,70,18,32,2,11,22,2,27,5,6,16,2,44,19,0,9,303,2,22,92,0,25,9,16,0,9,36,57,18,43,9,5,10,20,35,0,6,85,23,4,103,1,4,4,60,0,20,26,275,7,59,7,0,0,3,5,304,4,0,6,7,0,8,20,182,13,0,7,33,97,0,15,24
cell67,6,98,95,0,141,1,35,8,17,11,4,81,16,18,46,29,19,59,0,13,11,110,3,8,1,7,1,4,24,38,7,3,22,7,1,0,32,109,11,11,5,29,11,2,71,2,0,10,0,113,6,0,20,158,13,35,12,0,2,5,17,0,0,9,17,35,99,35,11,12,66,50,0,5,9,21,13,67,30,4,3,181,0,19,83,27,3,253,9,1,0,0,3,925,12,1,16,29,6,7,91,1467,1,0,10,7,1991,13,80,42
cell68,3,35,323,2,30,0,55,34,1,156,12,448,78,16,608,62,208,131,2,4,1,187,0,22,6,8,2,5,76,43,12,0,10,12,49,2,4,299,29,31,39,20,16,97,72,12,2,64,3,507,17,2,22,452,28,87,90,0,144,17,7,0,0,47,99,309,323,69,20,2,655,162,88,29,4,69,103,469,253,100,108,254,1,74,368,219,222,1156,16,42,0,0,90,6254,50,19,39,6,2,33,6,53,35,0,189,29,21,3,11,727
cell69,22,85,264,0,364,0,86,4,42,18,3,21,7,33,42,13,2,37,3,157,78,45,1,10,208,22,21,7,24,17,32,15,266,51,2,0,26,75,9,26,5,8,25,4,43,3,38,25,0,30,5,0,4,424,2,20,64,0,23,9,40,0,0,24,53,24,48,15,4,6,25,20,3,6,66,43,6,317,19,7,2,54,0,11,25,131,6,41,45,4,2,3,4,274,6,0,10,2,4,7,26,307,3,0,10,5,369,0,22,14
cell70,0,42,315,34,35,1,49,41,3,177,6,375,89,58,433,70,231,35,1,2,8,272,0,22,14,15,0,11,62,70,9,0,17,1,15,12,25,855,16,27,17,47,20,8,94,17,3,66,18,345,10,1,3,597,21,67,125,0,41,25,8,0,0,81,95,250,253,78,1,5,484,192,49,34,5,240,61,680,87,122,132,264,3,124,349,482,421,1782,334,3,0,1,49,4838,62,16,21,60,2,62,15,34,46,0,251,9,5,7,27,368
cell71,12,154,100,0,294,0,60,13,26,15,11,101,6,68,92,19,7,67,0,11,9,83,0,7,20,11,1,8,20,51,3,2,15,19,18,157,31,115,11,13,7,22,12,14,69,4,0,8,0,58,9,0,10,396,9,23,19,0,18,12,7,0,1,27,20,26,61,26,7,6,53,49,0,25,7,26,11,96,36,10,0,164,4,9,40,101,6,218,6,3,0,2,8,913,21,1,17,7,12,1,94,1395,5,1,13,15,132,35,22,55
cell72,0,804,338,1,72,72,52,27,6,18,4,38,2,0,57,22,2,31,1,33,32,49,4,11,140,38,19,5,17,8,26,2,198,47,2,0,13,66,8,18,1,3,29,11,20,0,11,9,0,32,10,0,2,553,8,22,25,0,26,2,40,0,2,24,57,13,32,12,2,11,41,18,0,3,52,16,18,163,25,11,3,73,3,6,11,13,6,47,246,1,0,3,7,289,5,2,18,13,5,18,27,204,4,0,8,7,165,4,12,22
cell73,2,31,409,0,2,1,24,11,7,138,25,375,67,101,612,78,264,142,0,2,10,308,0,14,0,5,2,6,59,64,15,1,11,4,7,112,119,971,27,23,24,79,16,18,116,28,0,65,80,599,15,0,24,323,11,63,117,0,184,0,5,0,0,92,111,286,311,67,4,8,744,228,70,43,10,142,132,22,345,75,67,337,2,84,444,429,274,1342,42,79,1,6,95,4225,72,11,114,43,3,53,16,47,214,2,35,20,2,2,1,738
cell74,111,29,366,0,4,0,45,1,0,123,1,393,74,149,389,77,239,189,2,3,10,249,2,16,5,8,2,2,75,53,10,1,13,7,0,75,97,867,26,18,17,20,21,14,172,12,1,48,19,582,13,0,49,580,0,86,165,0,168,3,2,1,0,86,88,137,287,68,10,21,616,161,0,47,3,115,53,188,113,107,160,320,3,64,422,478,262,971,93,40,0,2,56,3660,86,5,35,19,4,110,12,49,31,0,234,14,10,1,19,474
cell75,18,32,340,35,253,6,69,34,0,145,14,429,59,107,516,71,255,175,1,1,6,291,1,25,16,8,0,9,57,12,8,3,11,8,27,443,27,840,32,15,8,15,9,6,148,2,2,61,4,399,9,0,8,263,14,95,113,0,156,30,7,0,0,55,92,182,308,67,9,19,441,132,0,18,1,45,55,286,308,59,49,291,4,55,335,395,258,1206,105,37,0,6,64,3498,51,5,54,43,0,78,9,71,62,1,223,7,16,2,45,481
cell76,10,30,367,86,77,0,94,33,0,120,15,350,44,2,287,73,172,152,0,5,10,298,0,29,0,5,4,8,55,34,7,1,11,6,74,38,44,111,30,22,9,8,10,52,145,7,0,74,25,524,9,1,24,138,9,92,181,2,146,17,3,0,0,94,95,152,264,81,1,6,577,128,1,43,6,181,134,37,181,123,205,297,11,59,304,490,419,950,60,106,0,3,35,3916,69,18,57,78,0,25,14,32,47,0,84,6,26,3,21,619
cell77,0,120,277,0,306,7,99,63,33,13,3,62,4,27,51,18,14,32,0,5,33,37,0,6,84,20,18,3,15,8,26,17,167,52,5,0,35,48,19,8,4,4,22,2,56,2,11,16,15,27,12,0,7,319,3,14,51,0,11,7,36,0,0,28,39,26,29,29,2,7,45,23,0,21,56,49,13,100,18,4,6,76,2,3,14,65,9,183,381,6,6,0,2,279,9,4,19,4,9,23,35,249,0,1,7,4,30,1,75,15
cell78,0,28,334,0,0,1,68,37,0,127,14,358,59,123,412,76,101,164,0,4,9,239,0,24,0,8,7,5,55,78,9,1,14,5,34,42,96,842,34,12,12,34,16,57,169,13,0,31,21,447,7,0,12,416,27,81,93,0,68,14,4,0,4,44,93,157,265,53,7,4,488,161,0,55,7,187,142,27,275,121,90,294,3,70,366,196,363,1130,24,50,4,0,62,3789,61,0,29,5,1,79,21,25,72,4,231,13,11,1,46,674
cell79,95,399,291,1,564,9,83,87,19,14,1,37,10,6,40,16,1,15,0,79,46,40,0,9,84,34,37,2,10,21,31,11,217,19,3,0,12,60,15,22,2,4,17,3,74,1,11,10,6,47,12,0,14,869,13,13,43,0,27,13,33,0,0,25,46,24,41,13,1,14,18,13,2,12,96,45,15,99,3,8,3,69,3,14,10,156,8,76,304,5,3,0,19,302,8,5,17,3,4,16,29,278,2,0,8,22,70,0,77,8
cell80,43,76,277,72,104,4,46,19,28,9,6,37,9,15,47,12,6,26,0,36,23,43,0,9,8,26,30,1,20,5,77,4,170,73,2,0,8,54,9,28,2,9,26,1,22,2,6,13,1,39,14,0,4,58,6,15,35,0,5,7,29,0,0,6,14,19,31,14,11,11,18,19,0,11,73,27,10,220,17,8,4,76,3,11,20,172,7,62,253,1,0,1,4,260,12,0,6,5,6,5,24,248,6,0,15,12,9,2,43,15
cell81,17,183,104,0,140,0,25,21,2,15,11,40,4,0,36,20,10,50,0,5,3,107,0,15,0,4,1,1,25,7,3,2,15,9,1,3,63,147,7,15,2,9,13,13,47,6,3,6,2,77,3,0,12,335,11,14,19,0,9,4,5,0,1,9,15,35,50,18,6,7,61,32,0,6,5,21,13,120,22,3,0,188,1,8,35,95,10,30,39,1,0,2,15,725,12,2,23,13,4,20,97,1574,4,0,11,5,202,42,35,41
cell82,19,86,71,0,136,27,14,14,18,12,10,55,9,41,54,16,9,50,0,3,6,117,2,6,0,10,3,1,18,17,3,5,12,3,21,21,45,90,13,21,0,18,16,4,60,5,1,10,7,82,0,0,12,217,8,33,25,0,1,8,6,0,0,8,21,28,71,18,6,9,70,47,0,17,16,28,16,12,55,3,3,159,6,7,31,55,10,245,40,1,0,0,12,840,18,7,25,1,7,24,60,1637,3,0,8,3,106,5,47,116
cell83,14,176,60,21,110,226,11,14,31,24,5,34,4,12,69,26,18,58,0,10,6,70,0,7,0,9,0,5,24,9,3,1,10,4,5,5,15,108,5,11,6,4,15,3,72,3,1,10,0,80,2,3,12,227,4,21,25,0,41,13,7,0,0,20,22,15,64,34,7,8,32,40,1,12,14,23,15,1,35,5,0,155,2,9,21,37,4,96,29,2,0,0,10,798,11,4,43,6,3,4,94,1569,1,0,5,7,53,34,40,87
cell84,56,28,342,46,0,0,29,114,0,108,17,342,59,55,130,55,82,5,7,7,3,219,0,18,0,4,0,7,53,34,7,0,9,0,6,0,9,509,11,13,25,43,19,41,100,0,0,44,11,416,6,2,7,605,36,72,38,0,120,16,4,0,1,53,76,88,213,65,8,10,287,129,32,50,12,75,103,40,365,90,210,306,0,71,230,444,151,1631,154,24,0,1,19,3297,61,4,18,19,10,18,15,49,49,0,184,31,25,2,18,894
cell85,0,83,62,0,141,14,57,32,7,19,5,41,1,0,98,26,10,55,0,5,7,107,0,7,10,10,0,4,32,34,1,1,25,13,8,6,20,69,19,19,4,14,16,1,62,6,1,14,2,82,1,0,12,99,7,24,15,0,1,12,8,0,0,9,25,42,90,33,8,2,12,40,0,13,14,35,4,1,22,4,3,129,2,8,27,32,15,96,43,3,0,4,2,830,17,2,11,8,1,0,39,924,1,1,2,4,801,34,120,63
cell86,7,87,203,0,208,0,43,8,10,19,12,57,17,19,27,19,2,23,0,236,30,19,5,7,5,25,51,1,11,21,50,8,181,63,5,7,39,21,12,24,5,2,20,3,51,2,17,32,1,52,12,0,5,250,1,9,43,0,11,11,32,2,0,46,69,11,25,14,3,13,12,9,0,5,91,24,20,24,10,5,5,43,4,25,41,172,9,55,97,1,0,0,4,271,7,5,13,1,0,29,10,71,8,0,11,23,200,1,19,29
cell87,2,127,74,0,70,0,17,9,3,8,1,41,8,10,51,16,11,36,0,22,13,53,0,10,11,13,2,3,10,8,7,1,37,9,11,1,6,96,7,22,3,11,21,8,66,1,3,6,10,66,3,0,19,169,7,28,19,0,51,14,16,0,0,16,26,37,48,30,8,9,35,36,2,20,14,43,7,20,11,3,3,158,0,26,27,34,17,190,21,0,3,0,6,666,8,0,27,20,20,2,111,1446,7,1,14,18,582,60,82,39
cell88,49,178,254,0,177,0,116,32,15,16,2,53,6,31,26,24,2,16,0,28,39,31,0,6,29,26,47,1,18,18,78,21,190,26,8,3,29,47,14,25,4,12,27,0,48,5,17,11,2,45,13,0,2,599,6,15,46,0,18,1,22,0,3,19,48,5,28,14,2,12,13,13,0,6,47,36,13,68,33,5,5,68,0,17,16,264,19,185,8,2,3,0,6,210,20,2,14,4,1,18,28,245,4,0,7,17,78,0,17,19
cell89,0,66,200,0,137,0,63,12,9,14,4,23,7,26,22,21,4,24,0,48,30,34,2,5,26,27,43,3,21,8,43,7,150,23,1,1,10,32,4,26,5,2,17,0,48,2,9,12,1,36,15,0,1,269,5,28,44,0,20,2,21,0,0,22,46,15,30,17,1,8,23,18,4,6,113,24,10,24,8,9,0,37,2,16,22,154,11,34,57,1,0,1,3,180,7,1,8,9,6,14,34,251,1,1,11,5,10,7,104,19
cell90,19,344,226,0,196,13,110,7,9,11,1,35,3,56,40,17,5,24,1,99,58,20,0,10,2,32,43,4,21,7,78,6,182,34,3,0,28,80,23,21,1,4,30,11,47,0,5,27,0,34,11,1,11,493,3,19,58,0,23,2,43,0,0,42,63,13,38,15,15,9,38,18,0,4,76,34,12,129,27,4,1,60,1,15,20,133,16,93,59,3,0,3,3,256,19,2,8,10,3,24,28,159,0,0,14,8,83,3,46,21
cell91,3,73,51,3,162,14,11,11,3,15,5,82,5,10,64,27,13,33,0,9,14,194,4,2,22,4,12,0,13,31,4,0,41,2,9,0,16,53,19,21,3,7,13,4,80,0,3,19,0,56,1,1,2,12,13,20,18,0,42,15,7,2,0,14,26,33,60,42,11,4,16,33,0,10,24,34,11,34,75,4,4,194,1,8,21,30,13,115,15,4,0,0,4,996,12,0,8,26,15,3,59,1066,2,0,8,14,636,128,73,58
cell92,15,191,74,1,498,170,31,21,8,10,2,160,7,18,48,23,8,50,0,2,12,142,1,11,16,16,3,2,21,33,6,2,34,11,8,0,21,103,8,16,2,19,7,1,113,7,7,9,4,50,2,0,4,393,4,25,26,0,50,18,7,0,0,15,21,13,74,45,4,13,46,44,0,21,13,26,0,3,19,9,7,154,2,9,31,23,10,768,63,8,0,0,9,1001,12,4,13,8,1,0,88,803,4,0,8,7,762,177,32,72
cell93,0,236,83,0,228,4,26,6,9,18,1,106,1,69,28,25,3,9,1,27,9,94,0,6,0,11,5,10,18,12,12,1,45,9,1,112,19,79,5,16,4,6,23,0,90,5,0,4,1,56,1,0,14,272,10,21,42,0,37,17,15,0,1,20,19,11,61,50,7,10,41,26,0,22,11,39,8,101,47,6,4,193,4,11,48,38,7,469,72,6,0,0,1,1029,21,0,41,14,4,2,96,1908,0,0,11,4,1335,76,17,131
cell94,74,97,64,6,345,49,34,34,15,14,8,83,0,65,89,19,7,29,0,1,4,135,0,7,42,14,12,5,21,29,12,7,32,12,1,53,32,61,11,16,2,29,13,0,81,1,4,6,14,45,3,0,17,245,14,18,21,0,32,13,9,0,0,6,24,40,67,34,5,16,41,51,0,4,30,26,10,25,11,4,3,198,5,2,18,56,10,370,39,4,0,2,5,1050,16,0,6,4,3,5,84,553,0,0,12,16,78,77,9,53
cell95,90,58,317,1,3,23,34,21,0,192,5,391,53,0,387,62,52,102,3,8,9,192,1,15,0,10,5,5,39,31,3,0,12,8,21,19,35,414,7,17,20,43,9,18,186,5,2,71,4,358,8,0,14,422,20,54,171,1,137,3,3,1,3,73,88,52,169,70,9,9,385,85,52,69,12,74,116,264,14,90,196,205,7,85,271,200,324,1379,189,22,0,1,97,2047,64,36,23,28,2,54,16,10,80,1,89,46,24,1,11,324
cell96,13,71,145,0,290,1,22,16,23,15,2,38,6,35,23,26,4,19,1,47,40,41,1,5,152,17,37,3,17,3,27,5,212,25,0,0,34,21,5,33,5,1,30,3,48,0,15,20,2,23,14,0,1,88,2,18,14,0,9,14,27,0,0,18,47,13,22,25,5,5,16,17,10,20,85,21,21,94,11,7,5,57,3,16,9,29,7,123,98,4,0,0,10,155,15,0,5,1,3,2,13,264,2,0,10,7,102,3,22,14
cell97,4,34,355,0,13,5,117,20,7,351,8,383,57,116,283,55,232,140,0,1,6,280,0,17,6,7,2,11,50,67,5,2,7,6,6,10,41,570,9,16,11,29,21,9,199,11,1,83,1,349,14,0,10,368,26,64,109,0,29,22,4,1,0,79,82,116,203,95,8,14,238,124,2,35,13,186,16,42,183,161,354,265,25,89,220,684,356,1885,249,167,0,1,73,2682,100,89,80,49,1,21,13,38,125,0,133,23,34,1,16,819
cell98,0,26,335,141,28,0,65,5,0,161,29,388,43,104,127,53,58,104,3,2,9,184,1,20,0,5,0,9,54,77,5,2,10,6,13,4,16,536,7,15,16,2,20,9,121,19,5,59,12,354,8,1,28,273,22,45,126,3,66,5,9,5,6,35,79,73,190,93,10,4,378,96,0,23,8,115,105,166,223,61,138,196,17,77,234,430,394,1552,192,47,0,2,67,1967,50,9,62,46,5,24,12,38,139,0,180,53,7,3,28,1177
cell99,0,80,86,24,285,1,50,26,40,14,1,92,7,98,42,20,7,53,2,3,5,87,1,1,1,8,0,8,24,3,8,0,21,8,0,42,17,151,16,9,2,10,12,15,100,3,8,19,2,84,3,0,6,154,9,20,21,0,5,38,9,0,0,13,24,29,59,51,2,12,40,32,1,20,8,50,14,33,25,5,9,201,2,17,27,77,12,181,51,1,0,2,2,975,14,0,22,8,2,2,68,1374,12,0,9,9,782,13,25,80
cell100,20,27,322,3,4,1,48,77,5,95,7,330,34,0,132,48,16,80,7,6,4,102,0,7,10,10,2,8,40,73,5,0,13,10,22,26,15,135,4,20,5,8,11,8,154,4,0,70,14,181,8,0,28,188,14,54,143,0,92,9,8,9,1,52,78,92,122,88,2,5,185,84,0,62,12,85,146,71,139,121,105,228,9,105,137,106,371,1429,140,57,20,0,106,1633,73,4,46,32,5,60,8,19,70,6,63,9,2,2,9,751
cell101,0,31,322,0,3,6,69,17,0,139,16,346,35,9,238,50,54,26,0,2,3,170,0,11,16,4,2,10,50,17,8,0,6,4,3,1,79,288,16,20,9,4,19,1,156,2,1,43,12,242,10,0,4,102,26,56,87,0,90,22,5,0,6,62,57,69,146,86,7,13,258,73,0,40,8,57,95,412,165,101,190,204,7,96,128,247,190,1812,242,96,0,0,36,1704,44,1,62,4,12,45,13,23,99,0,116,6,5,4,11,973
cell102,24,62,200,0,416,0,50,59,31,9,0,46,3,29,45,25,3,20,2,44,17,18,0,7,46,21,9,3,20,12,21,8,99,32,0,30,57,46,11,20,4,15,12,4,63,3,4,10,2,37,9,0,6,129,0,19,47,0,10,13,12,0,0,18,47,17,24,32,4,9,21,12,1,6,51,34,5,58,26,1,4,49,2,9,17,135,14,31,66,4,0,0,3,246,20,4,1,10,1,0,28,269,3,1,9,25,176,2,25,18
cell103,22,47,281,4,69,18,22,4,6,290,6,262,39,189,89,21,36,36,1,4,4,122,0,5,0,3,0,4,24,16,8,0,13,6,0,153,14,235,21,15,9,18,19,0,130,8,0,68,2,128,14,0,6,174,19,42,140,0,68,9,7,0,6,121,92,57,88,95,0,8,137,45,6,44,9,59,162,139,28,228,189,170,2,51,85,61,886,2139,5,8,0,0,51,1401,90,39,43,12,2,24,15,25,74,0,51,75,4,8,21,898
cell104,0,146,219,0,115,11,94,39,8,17,4,41,0,1,51,18,7,37,0,9,31,39,0,17,3,26,15,11,26,14,11,16,114,29,2,0,21,36,19,22,1,2,15,1,56,3,10,20,0,63,5,0,0,457,3,23,43,0,20,9,24,0,2,31,40,36,35,29,5,6,46,26,0,10,40,32,10,167,11,4,3,94,0,14,23,332,10,128,113,1,0,0,6,439,13,0,8,4,1,15,26,222,5,2,15,2,101,3,36,59
cell105,55,64,181,0,125,0,100,24,15,19,2,29,11,1,27,17,4,33,0,38,26,46,0,9,40,29,30,1,17,16,14,8,101,34,9,70,16,34,16,13,2,10,12,6,48,2,0,22,13,57,8,0,10,119,8,26,41,0,30,15,33,0,0,51,57,23,35,37,6,8,41,20,3,9,46,61,23,98,17,6,5,67,2,10,20,217,17,145,167,13,0,0,5,263,8,6,16,0,1,4,26,264,1,0,6,21,155,7,114,44
cell106,3,15,254,7,3,0,25,5,8,125,29,243,38,20,134,22,64,52,3,4,11,99,0,14,4,9,0,11,38,67,1,2,6,4,31,18,49,198,8,26,20,15,20,10,124,7,1,57,9,125,15,0,7,335,12,40,115,0,56,5,6,0,0,58,59,66,75,106,0,6,158,56,0,30,11,210,141,251,55,88,150,221,2,101,92,449,475,1857,21,87,0,0,243,1195,100,71,30,9,4,65,5,35,29,0,53,79,8,1,19,556
cell107,34,122,88,52,423,94,83,12,18,15,4,81,13,3,36,26,18,43,0,5,7,111,0,7,1,4,0,3,18,27,3,1,22,13,13,6,15,104,10,20,4,7,21,2,92,8,2,4,1,54,2,0,12,81,1,30,28,0,26,8,6,0,0,12,20,27,58,57,8,7,59,33,0,12,8,74,20,27,30,11,6,234,3,9,29,49,15,389,67,3,11,1,13,1226,21,2,29,18,6,14,92,1647,1,0,16,12,1293,59,64,80
cell108,37,65,196,36,128,0,65,28,18,21,6,33,3,0,56,15,9,26,1,28,27,57,0,4,0,14,8,1,14,22,36,7,126,26,1,4,47,52,6,29,2,4,9,12,65,0,11,16,0,54,11,0,13,375,5,13,63,0,22,4,27,0,4,35,50,12,37,27,7,7,28,15,0,11,40,70,10,88,16,7,0,44,4,14,28,90,9,207,10,2,1,1,10,208,12,1,13,5,9,9,31,208,1,0,15,12,186,4,21,18
cell109,0,23,308,0,43,0,47,20,1,147,0,275,23,172,22,26,21,97,1,0,7,98,0,11,15,9,0,2,31,66,9,0,9,7,9,250,31,56,6,18,15,38,12,55,217,3,3,80,1,148,15,0,24,553,13,37,177,0,41,6,6,0,2,39,85,32,87,72,4,3,173,70,162,52,15,33,71,130,51,218,66,154,6,170,108,361,607,1850,142,70,0,3,139,1190,67,6,27,25,0,39,7,41,148,0,115,152,0,6,18,1325
cell110,3,527,227,4,228,119,28,36,8,12,1,27,14,9,35,19,9,33,0,11,38,40,0,12,52,11,8,3,21,18,28,0,119,15,7,0,24,85,14,20,0,1,19,3,43,1,8,12,6,55,18,0,5,429,7,23,61,0,29,25,21,0,2,32,44,13,44,22,8,11,29,25,0,9,33,37,12,225,46,9,9,44,4,7,43,58,8,82,2,0,8,2,8,213,6,1,23,8,2,5,30,208,8,0,5,45,63,4,17,43
cell111,0,60,165,1,176,10,49,16,11,10,3,34,9,4,37,19,3,37,1,92,37,52,0,7,0,31,42,9,27,7,13,10,151,47,12,0,17,73,6,16,1,4,25,7,53,5,11,11,6,86,16,0,1,189,2,14,56,0,55,11,32,0,0,27,36,35,39,26,6,5,55,35,0,5,35,60,23,157,36,5,1,39,2,23,44,137,11,235,20,3,11,1,3,248,13,2,20,9,2,17,24,245,7,0,16,12,547,1,40,28
cell112,2,17,268,67,0,2,44,28,1,124,11,237,26,17,166,44,59,82,2,3,4,139,0,8,13,1,2,4,32,59,11,1,15,2,28,1,47,201,18,28,9,4,15,14,211,2,2,48,3,178,12,0,8,349,6,35,123,0,69,3,7,0,0,79,74,62,114,139,3,5,180,68,1,35,11,96,139,42,85,87,78,149,1,78,89,181,476,3393,22,88,0,0,79,1338,71,3,28,18,1,21,4,14,92,0,143,70,18,3,21,523
cell113,0,20,203,0,57,1,82,45,0,141,3,301,35,192,1,50,70,38,0,2,4,122,0,8,13,5,1,5,32,102,5,1,10,3,10,0,60,134,10,14,7,44,18,14,136,6,1,84,27,111,10,0,25,91,13,36,92,0,36,34,10,0,0,48,85,75,92,89,9,16,184,63,0,41,11,236,154,122,35,124,148,147,0,81,139,85,344,1669,134,104,1,1,96,1357,95,36,25,19,6,19,4,23,141,0,52,93,7,1,18,319
cell114,92,17,250,0,3,3,55,67,0,128,7,301,22,2,0,29,3,65,2,0,5,93,3,11,1,4,2,25,37,69,7,6,8,3,34,315,25,236,4,2,4,21,15,0,260,1,0,55,8,134,7,0,16,325,5,34,113,0,41,16,6,0,5,75,77,43,101,85,2,7,126,70,0,31,7,95,65,183,64,104,93,160,6,27,88,238,507,2216,1,80,0,1,140,985,81,17,45,3,0,28,7,13,39,0,90,62,0,3,12,484
cell115,7,181,92,0,154,46,26,18,20,13,3,68,9,62,77,36,4,37,0,9,7,71,3,7,2,10,1,8,17,52,4,1,9,5,5,22,34,59,12,21,1,7,11,44,116,4,0,10,1,52,3,0,5,236,4,18,12,0,7,11,7,0,0,9,22,10,48,49,1,13,35,34,0,42,2,45,4,35,17,9,0,178,0,13,4,55,16,535,39,7,0,0,3,820,8,0,8,5,5,7,76,1250,2,0,9,32,2259,113,13,245
cell116,7,19,210,0,0,1,42,85,1,111,4,298,37,154,125,33,32,74,2,7,14,151,6,7,0,8,0,14,28,48,10,0,11,5,1,0,67,252,2,17,11,27,12,10,211,2,0,40,19,125,9,1,6,497,4,33,94,1,68,8,6,0,0,57,94,75,97,87,2,9,154,59,0,33,17,280,144,53,56,72,27,114,7,111,109,362,409,1645,12,74,0,1,131,1080,81,40,48,29,4,35,8,16,5,0,148,59,15,4,16,635
cell117,1,169,208,0,283,1,91,18,15,13,12,47,4,3,85,24,12,50,0,25,32,25,1,10,84,11,16,4,26,11,13,4,54,47,14,40,11,106,19,18,2,9,11,13,47,5,2,7,8,106,9,1,4,197,8,24,19,0,33,9,25,0,0,6,9,39,58,31,4,14,55,63,0,13,22,18,5,126,41,6,3,53,5,9,38,106,7,129,137,1,0,0,4,316,12,0,17,6,4,8,24,179,2,0,13,13,257,0,5,29
cell118,16,29,225,11,36,2,31,107,0,79,10,304,26,29,71,28,14,72,4,3,4,87,2,9,15,14,0,10,20,41,9,0,11,8,3,116,35,259,16,13,5,46,15,21,257,2,0,80,16,146,9,0,23,377,20,40,169,1,51,0,2,0,7,94,90,40,99,93,4,8,104,64,109,39,12,273,200,176,76,73,367,199,4,86,87,215,619,2367,153,39,0,0,51,1014,86,4,25,15,2,41,8,26,231,2,185,103,3,5,20,323
